Region,Institution Name,Institutional Type,Province,Municipality_City,Website Address,Fax_Telephone No.
03 - Central Luzon,AMA Computer College-Olongapo City,Private HEIs,Zambales,Olongapo City,www.ama-university.com,(047) 224-1566; (047) 224-1560
03 - Central Luzon,ABE International College of Business and Accountancy,Private HEIs,Bulacan,Malolos City,www.abecollege.com,(044) 796-1701
03 - Central Luzon,Saint Rose College Educational Foundation,Private HEIs,Tarlac,Paniqui,,0921-9998599
03 - Central Luzon,Saint Augustine Colleges Foundation,Private HEIs,Tarlac,Paniqui,www.clhs-edu.com,(045) 931-0107; (045) 931-0537; (045) 931-1590; (045) 931-0327
03 - Central Luzon,Saint Mary's College of Baliuag,Private HEIs,Bulacan,Baliuag,www.smcbaliuag.edu.ph,(044) 766-2265
03 - Central Luzon,"College of Mary Immaculate of Pandi, Bulacan",Private HEIs,Bulacan,Pandi,,(044) 769-2021; 0920-9544862
03 - Central Luzon,Asia Pacific College of Advanced Studies,Private HEIs,Bataan,Balanga City,www.apcas.edu.ph,(047) 237-6713; (047) 237-4347
03 - Central Luzon,AMA Computer College-Angeles City,Private HEIs,Pampanga,Angeles City,www.amaes.edu.ph,(045)- 322-0372
03 - Central Luzon,ABE International College of Business and Economics-Cabanatuan,Private HEIs,Nueva Ecija,Cabanatuan City,abecabanatuan@gmail.com,(044) 464-1305; (044) 600-1164
03 - Central Luzon,"St. Paul Colleges Foundation-Paniqui, Tarlac",Private HEIs,Tarlac,Paniqui,www.stpaulcolleges.net,(045) 931-1033
03 - Central Luzon,Fundamental Baptist College For Asians,Private HEIs,Tarlac,Tarlac City,,(045) 491-1674; (045) 982-3428; (045) 982-7251
03 - Central Luzon,AMA Computer College-Tarlac City,Private HEIs,Tarlac,Tarlac City,www.amaes.edu.ph,(045) 982-9504; (045) 982-9508; (045) 982-3455
03 - Central Luzon,Saint Joseph College of Bulacan,Private HEIs,Bulacan,Santa Maria,www.sjcb.info,(044) 815-7382; (044) 815-6723
03 - Central Luzon,Maritime Academy of Asia and the Pacific,Private HEIs,Bataan,Mariveles,www.maap.edu.ph,(047) 237-3355; (02) 741-1006; (02) 784-9100 local no. 4001
03 - Central Luzon,Limay Polytechnic College,LUCs,Bataan,Limay,,(047) 244-6939; (047) 244-7872
03 - Central Luzon,"AMA Computer College-San Fernando, Pampanga",Private HEIs,Pampanga,San Fernando City,www.amaes.edu.ph,(045) 961-1784
03 - Central Luzon,AMA Computer College-Malolos,Private HEIs,Bulacan,Malolos City,http://www.amaes.edu.ph/amaes,(044) 791-7675
03 - Central Luzon,Eastwoods Professional College of Science and Technology,Private HEIs,Bataan,Balanga City,www.eastwoods.edu.ph,(047) 791-2791; (047) 237-4334
03 - Central Luzon,Gordon College,LUCs,Zambales,Olongapo City,,(047) 224-2089; (047) 224-6929
03 - Central Luzon,Comteq Computer and Business College,Private HEIs,Zambales,Olongapo City,www.comteq-edu-ph,(047) 252-3335
03 - Central Luzon,AMA Computer College-Cabanatuan City,Private HEIs,Nueva Ecija,Cabanatuan City,http://www.amaes.edu.ph,(044) 463-9420; 463-9970; (044) 600-3830; (044) 463-9420
03 - Central Luzon,Bataan Peninsula State University,SUC Main,Bataan,Balanga City,www.bpsu.edu.ph,(047) 237-2350; (047) 237-5830
03 - Central Luzon,Sienna College of San Jose,Private HEIs,Bulacan,San Jose Del Monte City,,(044) 815-0488; (044) 896-3958; (044) 815-0234; (044) 815-0288
03 - Central Luzon,Micro Asia College of Science and Technology,Private HEIs,Zambales,Iba,,(047) 811-1365; (047) 811-2463
03 - Central Luzon,Fernandez College of Arts and Technology,Private HEIs,Bulacan,Baliuag,www.fcat.ph,(044) 798-0159; (044) 764-9173; (044)766-7677
03 - Central Luzon,Sact Mutien College,Private HEIs,Pampanga,Mabalacat City,smmc@comclark.com,(045) 331-4856; (045) 331-7292; (045) 331-4856
03 - Central Luzon,College of Saint Lawrence,Private HEIs,Bulacan,Balagtas,csl,(044) 693-3471
03 - Central Luzon,"Columban College-Sta. Cruz, Zambales",Private HEIs,Zambales,Sta. Cruz,www.columban.edu.ph,(047) 222-1581; (047) 222-7782
03 - Central Luzon,Northern Zambales College,Private HEIs,Zambales,Masinloc,,(047) 821-1575
03 - Central Luzon,Concepcion Holy Cross College,Private HEIs,Tarlac,Concepcion,,(045) 923-0406
03 - Central Luzon,United School of Science and Technology Colleges,Private HEIs,Tarlac,Tarlac City,,(045) 982-1822; (045) 982-1068
03 - Central Luzon,STI College Malolos,Private HEIs,Bulacan,Malolos City,www.sti.edu.ph,(044) 791-3451
03 - Central Luzon,STI College Meycauayan,Private HEIs,Bulacan,Meycauayan City,www.sti.edu,(044) 769-6445
03 - Central Luzon,STI College Angeles City,Private HEIs,Pampanga,Angeles City,www.sti.edu,(045) 625-7667; (045) 323-4314
03 - Central Luzon,STI College-City of San Fernando,Private HEIs,Pampanga,San Fernando City,,(045) 963-5126; (045) 961-1423
03 - Central Luzon,La Fortuna College,Private HEIs,Nueva Ecija,Cabanatuan City,www.lafortunacollege.net,(044) 463-8464; (044) 463-8465; (044) 600-2700
03 - Central Luzon,Interworld Colleges Foundation - Paniqui,Private HEIs,Tarlac,Paniqui,www.icfpaniqui.edu.ph,(045) 931-1031; (045) 470-8645
03 - Central Luzon,Bataan Peninsula State University-Orani,SUC Satellite,Bataan,Orani,,(047) 237-2350; (047) 638-1096
03 - Central Luzon,President Ramon Magsaysay State University-San Marcelino,SUC Satellite,Zambales,San Marcelino,www.rmtu.ph,(047) 811-1683
03 - Central Luzon,Wesleyan University-Philippines (Cabanatuan),Private HEIs,Nueva Ecija,Cabanatuan City,www.wesleyan.edu.ph,(044) 463-2162; (044) 463-2074; (044) 463-0596
03 - Central Luzon,University of the Assumption,Private HEIs,Pampanga,San Fernando City,www.ua.edu.ph,(045) 961-1648; (045) 961-0506
03 - Central Luzon,Tomas Del Rosario College,Private HEIs,Bataan,Balanga City,www.trc.edu.ph,(047) 237-0841; (047) 791-6152; (047) 237-3115
03 - Central Luzon,Tarlac State University,SUC Main,Tarlac,Tarlac City,http://www.tsu.edu.ph,(045) 982-0110; (045) 982-5574
03 - Central Luzon,Tarlac Agricultural University,SUC Main,Tarlac,Camiling,,(02) 934-0216
03 - Central Luzon,Systems Plus College Foundation,Private HEIs,Pampanga,Angeles City,www.spcf.edu.ph,(045) 892-7525 loc 202; (045) 892-7849; (045) 322-7723 loc 202; (045) 322-7723 loc 100
03 - Central Luzon,STI College Tarlac,Private HEIs,Tarlac,Tarlac City,www.sti.edu,(045) 982-8933; (045) 982-4199
03 - Central Luzon,Somascan Fathers Seminary,Private HEIs,Pampanga,Lubao,,(045) 971-6263
03 - Central Luzon,San Jose Christian Colleges,Private HEIs,Nueva Ecija,San Jose City,,(044) 940-3114; (044) 940-3114; (044) 940-1843
03 - Central Luzon,St. Paul University at San Miguel,Private HEIs,Bulacan,San Miguel,,(044) 764-0149; (044) 764-0656; (044) 764-0149 Loc 210
03 - Central Luzon,Saint Mary's College of Meycauayan,Private HEIs,Bulacan,Meycauayan City,www.smcm.edu.ph,(044) 228-2596; (044) 769-6281; (044) 323-0422
03 - Central Luzon,Saint Anthony College of Technology,Private HEIs,Pampanga,Mabalacat City,,(045) 331-7292
03 - Central Luzon,Nueva Ecija University of Science and Technology-San Antonio Campus,SUC Satellite,Nueva Ecija,San Antonio,neust.edu.ph,(044) 463-0226; (044) 464-3674
03 - Central Luzon,Nueva Ecija University of Science and Technology-Carranglan,SUC Satellite,Nueva Ecija,Carranglan,neust.edu.ph,(044) 463-0226; (044) 464-3674
03 - Central Luzon,Nueva Ecija University of Science and Technology-San Leonardo,SUC Satellite,Nueva Ecija,San Leonardo,neust.edu.ph,(044) 463-0226; (044) 464-3674
03 - Central Luzon,Nueva Ecija University of Science and Technology-Talavera,SUC Satellite,Nueva Ecija,Talavera,neust.edu.ph,(044) 463-0226; (044) 464-3674
03 - Central Luzon,Nueva Ecija University of Science and Technology-Gapan City Campus,SUC Satellite,Nueva Ecija,Gapan City,neust.edu.ph,(044) 463-0226; (044) 464-3674
03 - Central Luzon,Nueva Ecija University of Science and Technology-Peñaranda,SUC Satellite,Nueva Ecija,Cabanatuan City,neust.edu.ph,(044) 463-0226; (044) 464-3674
03 - Central Luzon,Nueva Ecija University of Science and Technology-Sumacab Campus,SUC Satellite,Nueva Ecija,Cabanatuan City,neust.edu.ph,(044) 463-0226; (044) 464-3674
03 - Central Luzon,Nueva Ecija University of Science and Technology-San Isidro Campus,SUC Satellite,Nueva Ecija,San Isidro,neust.edu.ph,(044) 463-0226; (044) 464-3674
03 - Central Luzon,Nueva Ecija University of Science and Technology-Fort Magsaysay,SUC Satellite,Nueva Ecija,Palayan City,neust.edu.ph,(044) 463-0226; (044) 464-3674
03 - Central Luzon,Nueva Ecija University of Science and Technology-Atate,SUC Satellite,Nueva Ecija,"Palayan City ",neust.edu.ph,(044) 463-0226; (044) 464-3674
03 - Central Luzon,Nueva Ecija University of Science and Technology-Sebani Estate Agricultural College,SUC Satellite,Nueva Ecija,Gabaldon,neust.edu.ph,(044) 463-0226; (044) 464-3674
03 - Central Luzon,Republic Central Colleges,Private HEIs,Pampanga,Angeles City,www.rcc.edu.ph,(045) 322-5863; (045) 322-5656; (045) 888-2853; (045) 322-6670
03 - Central Luzon,La Consolacion University Philippines,Private HEIs,Bulacan,Malolos City,lcup.edu.ph,(044) 791-1177 (044) 791-1142
03 - Central Luzon,President Ramon Magsaysay State University-Sta. Cruz,SUC Satellite,Zambales,Sta. Cruz,www.rmtu.ph,(047) 811-1683
02 - Cagayan Valley,Isabela Colleges,Private HEIs,Isabela,Cauayan City,http://isabela.colleges.tripod.com,(078) 652-3541
02 - Cagayan Valley,Fuzeko Polytechnic College,Private HEIs,Nueva Vizcaya,Solano,,(078) 326-7349
02 - Cagayan Valley,Eveland Christian College,Private HEIs,Isabela,San Mateo,,(078) 323-0845; (078) 323-0844
02 - Cagayan Valley,Isabela State University-San Mariano Campus,SUC Satellite,Isabela,San Mariano,isu.edu.ph,0917-5449661; 09175527584
02 - Cagayan Valley,Cagayan State University-Sanchez Mira,SUC Satellite,Cagayan,Sanchez Mira,http//www.csu.edu.ph,(078) 822-9227; (078)844-0098; (078) 844-0099
02 - Cagayan Valley,Cagayan State University-Piat,SUC Satellite,Cagayan,Piat,www.csupiat.edu.ph,09151111305
02 - Cagayan Valley,Cagayan State University-Lasam,SUC Satellite,Cagayan,Lasam,www.csu.edu.ph,
02 - Cagayan Valley,Cagayan State University-Lallo,SUC Satellite,Cagayan,Lal-Lo,,09061054797
02 - Cagayan Valley,Cagayan State University-Gonzaga,SUC Satellite,Cagayan,Gonzaga,,
02 - Cagayan Valley,Cagayan State University-Aparri,SUC Satellite,Cagayan,Aparri,,(078)888-0562; (078)888-0786
02 - Cagayan Valley,Isabela State University-Cauayan Campus,SUC Satellite,Isabela,Cauayan City,www.isu-cauayan.edu.ph,(078) 652-2213; (078) 260-0058; (078) 260-3418
02 - Cagayan Valley,Cagayan State University-Tuguegarao (Carig),SUC Satellite,Cagayan,Tuguegarao City,www.csu.edu.ph,(078) 304-1949
02 - Cagayan Valley,University of Cagayan Valley,Private HEIs,Cagayan,Tuguegarao City,www.ucv.edu.ph,(078)844-8978; (078)396-1662
02 - Cagayan Valley,Batanes State College,SUC Main,Batanes,Basco,www.bscbatanes.edu.ph,0919-893200; 09357011563
02 - Cagayan Valley,Isabela State University-Angadanan Campus,SUC Satellite,Isabela,Angadanan,,0917-5185587
02 - Cagayan Valley,Aldersgate College,Private HEIs,Nueva Vizcaya,Solano,aldersgate-college.com,(078) 326-5645;(078) 326-5085
02 - Cagayan Valley,STI College-Cauayan,Private HEIs,Isabela,Cauayan City,,
02 - Cagayan Valley,La Salette of Roxas College,Private HEIs,Isabela,Roxas,,(078) 642-0135
02 - Cagayan Valley,Isabela State University-Palanan Campus,SUC Satellite,Isabela,Palanan,www.isu.edu.ph,09352741478; 09295573208
02 - Cagayan Valley,Cagayan State University-Andrews,SUC Main,Cagayan,Tuguegarao City,http//www.csu.edu.ph,(078) 844-0098; (078) 844-0099; (078) 844-4119; (078) 846-2443; (078)844-0430
02 - Cagayan Valley,Northeast Luzon Adventist College,Private HEIs,Isabela,Alicia,,(078)307-5710
02 - Cagayan Valley,Our Lady of the Pillar College-Cauayan San Manuel Branch,Private HEIs,Isabela,San Manuel,www.olpcc.edu.ph,(078) 652-0685; 09178138679; 09175303364
02 - Cagayan Valley,Maila Rosario Colleges,Private HEIs,Cagayan,Tuguegarao City,wwww.maila.com,(078) 565-665; (078) 565-6511
02 - Cagayan Valley,Infant Jesus Montessori School (College Department),Private HEIs,Isabela,Santiago City,,(078) 305-0314; (078) 305-1841; (078) 305-1609
02 - Cagayan Valley,HGBaquiran College,Private HEIs,Isabela,Tumauini,,(078) 323-1113
02 - Cagayan Valley,Global Academy of Technology and Entrepreneurship,Private HEIs,Isabela,Santiago City,,(078)305-1009
02 - Cagayan Valley,King's College of the Philippines-Bambang,Private HEIs,Nueva Vizcaya,Bambang,,(078)803-2185; 078-392-1635; 09154766653; 09086103848
02 - Cagayan Valley,University of Perpetual Help System,Private HEIs,Isabela,Cauayan City,www.uphsl.edu.ph,(078) 307-0094
02 - Cagayan Valley,Sierra College,Private HEIs,Nueva Vizcaya,Bayombong,,(078) 362-0267
02 - Cagayan Valley,Metropolitan School of Science and Technology,Private HEIs,Isabela,Santiago City,,(078) 258-1451; 09661448993
02 - Cagayan Valley,F.L. Vargas College-Abulug Campus,Private HEIs,Cagayan,Abulug,,09569139669
02 - Cagayan Valley,Saint Ferdinand College-Cabagan Campus,Private HEIs,Isabela,Cabagan,www.sfc.edu.ph,(078) 636-3376
02 - Cagayan Valley,Santiago City Colleges,Private HEIs,Isabela,Santiago City,,(078) 305-1758
02 - Cagayan Valley,SISTECH College of Santiago City,Private HEIs,Isabela,Santiago City,,(078) 305-0849; 0917-8553655
02 - Cagayan Valley,AMA Computer College-Tuguegarao City,Private HEIs,Cagayan,Tuguegarao City,www.amaes.edu.ph,(078) 304-2978; (078) 844-0785
02 - Cagayan Valley,John Wesley College,Private HEIs,Cagayan,Tuguegarao City,,(078) 846-4084; (078) 844-1002
02 - Cagayan Valley,Cagayan Valley Computer and Information Technology College,Private HEIs,Isabela,Santiago City,cvcitc.edu.ph,(078) 305-0139
02 - Cagayan Valley,AMA Computer College-Santiago City,Private HEIs,Isabela,Santiago City,www.amaes.edu.ph,(078) 682-3912; (078) 682-4108
02 - Cagayan Valley,Isabela College of Arts and Technology,Private HEIs,Isabela,Cauayan City,,(078) 652-1038; 0918-9094340; (078) 652-1038
02 - Cagayan Valley,International School of Asia and the Pacific,Private HEIs,Cagayan,Peñablanca,www.mcnpisap.com,(078) 304-1010; (078) 846-7549
02 - Cagayan Valley,Philippine Law Enforcement College,Private HEIs,Cagayan,Tuguegarao City,,09154478350; 09178996600
02 - Cagayan Valley,FL Vargas College-Tuguegarao,Private HEIs,Cagayan,Tuguegarao City,,(078) 844-7941; (078) 396-1347
02 - Cagayan Valley,Mallig Plains Colleges,Private HEIs,Isabela,Mallig,,
02 - Cagayan Valley,Saint Paul University Philippines,Private HEIs,Cagayan Valley,Tuguegarao City,http:www.spup.edu.ph,(078) 846-4305; (078) 396-1987 to 1994
02 - Cagayan Valley,Saint Mary's University of Bayombong,Private HEIs,Nueva Vizcaya,Bayombong,www.smunet@smu.edu.ph,(078) 321-2117; (078) 321-2221
02 - Cagayan Valley,University of Saint Louis-Tuguegarao,Private HEIs,Cagayan,Tuguegarao City,http://www.usl.edu.ph,(078) 844-1872; (078) 844-1873; (078) 844-1822; (078) 844-0889; (078) 846-2678
02 - Cagayan Valley,Saint Joseph's College of Baggao,Private HEIs,Cagayan,Baggao,,09175780176
02 - Cagayan Valley,St. Ferdinand College-Ilagan,Private HEIs,Isabela,Ilagan City,www.sfc.edu.ph,(078) 624-0067
02 - Cagayan Valley,Saint Dominic College of Batanes,Private HEIs,Batanes,Basco,,09475675752
02 - Cagayan Valley,Saint Anthony's College,Private HEIs,Cagayan,Sta. Ana,,(078) 579-4721; 09171435104; 09359243973
02 - Cagayan Valley,Quirino State University - Maddela,SUC Satellite,Quirino,Maddela,,
02 - Cagayan Valley,Quirino State University,SUC Main,Quirino,Diffun,www.qsu.edu.ph,(078) 692-7056; 0939 935 2052
02 - Cagayan Valley,Quirino State University - Cabarroguis,SUC Satellite,Quirino,Cabarroguis,qsu.edu.ph,09053485200
02 - Cagayan Valley,Quezon Colleges of the North,Private HEIs,Cagayan,Ballesteros,,(078) 255-0937
02 - Cagayan Valley,Philippine Normal University-North Luzon Campus,SUC Satellite,Isabela,Alicia,www.pnu.edu.ph,(078) 662-8016
02 - Cagayan Valley,PLT College,Private HEIs,Nueva Vizcaya,Bayombong,http://www.pltcollege.educ.ph,(078) 805-3682 loc 101; (078) 805-3682
02 - Cagayan Valley,Patria Sable Corpus College,Private HEIs,Isabela,Santiago City,www.pscc.edu.ph,(078) 305-3166; (078) 305-3179
02 - Cagayan Valley,Our Lady of the Pillar College-Cauayan,Private HEIs,Isabela,Cauayan City,www.olpcc.edu.ph,(078) 652-0685; (078) 652-1748; (078) 652-0685
02 - Cagayan Valley,Nueva Vizcaya State University-Bambang,SUC Satellite,Nueva Vizcaya,Bambang,www.nvsu.edu.ph,(078) 321-2112; (078) 392 1605
02 - Cagayan Valley,"Nueva Vizcaya State University - Main, Bayombong",SUC Main,Nueva Vizcaya,Bayombong,www.nvsu.edu.ph,(078) 321-2112; (078) 321-2111;
02 - Cagayan Valley,Northern Cagayan Colleges Foundation,Private HEIs,Cagayan,Ballesteros,,(078) 862-3031
02 - Cagayan Valley,Northeastern College,Private HEIs,Isabela,Santiago City,www.northeasterncollege.edu.ph,(078) 682-8454
02 - Cagayan Valley,Medical Colleges of Northern Philippines,Private HEIs,Cagayan,Peñablanca,www.mcnpisap.com,(078) 304-1010; (078) 846-7549
02 - Cagayan Valley,Lyceum of Tuao,Private HEIs,Cagayan,Tuao,,
02 - Cagayan Valley,Lyceum of Aparri,Private HEIs,Cagayan,Aparri,lyceumofaparri.edu.ph,(078) 888-2736; (078) 888-2075
02 - Cagayan Valley,University of La Salette,Private HEIs,Isabela,Santiago City,www.universityoflasalette.edu.ph,(078) 682-4771; (078) 682-5167
02 - Cagayan Valley,Isabela State University-San Mateo Campus,SUC Satellite,Isabela,San Mateo,www.isu.edu.ph,(078)305-9013
02 - Cagayan Valley,Isabela State University-Roxas Campus,SUC Satellite,Isabela,Roxas,www.isu.edu.ph/index.php/campuses/roxas-campus,(078) 642-7572; (078) 642-8682
02 - Cagayan Valley,Isabela State University-Jones Campus,SUC Satellite,Isabela,Jones,www.isu.edu.ph,0917-5918215
02 - Cagayan Valley,Isabela State University-Ilagan Campus,SUC Satellite,Isabela,Ilagan City,isu.ilagan.edu.ph,(078) 624-1707; (078)323-3551
02 - Cagayan Valley,Isabela State University-Cabagan,SUC Satellite,Isabela,Cabagan,www.isu.edu.ph,(078) 636-3607; 09175660026
02 - Cagayan Valley,Isabela State University-Main (Echague),SUC Main,Isabela,Echague,www.isu.edu.ph,(078) 305-9013; (078) 305-9020; 0918-3326193
01 - Ilocos Region,Virgen Milagrosa University Foundation,Private HEIs,Pangasinan,San Carlos City,http://www.vmuf.edu.ph,(075) 532-3642; (075) 632-4092; (075) 955-5222; (075) 203-0000; (075) 632-4033; (075) 955-5707
01 - Ilocos Region,Urdaneta City University,LUCs,Pangasinan,Urdaneta City,www.ucu.edu.ph,(075) 568-2475; (075)600-1468
01 - Ilocos Region,"Northern Philippines College for Maritime, Science and Technology",Private HEIs,La Union,San Fernando City,www.npcmstsfc.com,(072) 242-5676; (077) 607-8225
01 - Ilocos Region,NJ Valdez Colleges Foundation,Private HEIs,Pangasinan,Villasis,,(075) 515-2384
01 - Ilocos Region,North Luzon Philippines State College,SUC Main,Ilocos Sur,"Candon City ",www.nlpsc.edu.ph,(077) 644-0210
01 - Ilocos Region,Northern Luzon Adventist College,Private HEIs,Pangasinan,Sison,www.nlac.edu.ph,"(075)632-2290, (075) 632-2276; 0917-5975659"
01 - Ilocos Region,Don Mariano Marcos Memorial State University-North La Union-Main Campus,SUC Main,La Union,Bacnotan,dmmmsu-nluc.org,(072) 242-5641; (072) 888-5354
01 - Ilocos Region,University of Pangasinan,Private HEIs,Pangasinan,Dagupan City,www.up.phinma.edu.ph,(075) 522-2496; (075) 522-5635 to 37
01 - Ilocos Region,University of Northern Philippines,SUC Main,Ilocos Sur,Vigan City,www.unp.edu.ph,(077) 722-2810
01 - Ilocos Region,Northern Christian College,Private HEIs,Ilocos Norte,Laoag City,www.ncc.edu.ph,"(077)772-00-52, (077)772-1864; (077)772-06-87"
01 - Ilocos Region,Union Christian College,Private HEIs,La Union,San Fernando City,www.ucc.edu.ph,(072) 888-3340
